LAKE_NAME,DATE,IMAGE_COUNT,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count
Kasavanahalli kere,08/23,1,0.08852131378459163,0.11699091794267841,0.08441361738374482,0.09247280643598463,0.0614863120471786,0.06685996270152068,0.06060279824362893,0.05909442624185933,0.05562014548598185,0.04366927245787276,0.003750708966439189,0.00402551550823449,0.003662912044707881,0.0050869493081750605,0.008226885503609836,0.008045541039954963,0.007337690373347867,0.01016272610305199,0.006897621129432586,0.004788453297373629,262
Mestripalya lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Tavarekere lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Byrasandra Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
J P Park Kere,08/23,1,0.12246249988675117,0.2025500014424324,0.16993749886751175,0.1877875030040741,0.12373750191181898,0.13714999798685312,0.11619999818503857,0.11496249958872795,0.0951999993994832,0.07041249983012676,0.006522447097188616,0.014663049376156648,0.016923945084306384,0.02874180373410317,0.020854672101093836,0.029011806471188648,0.022530702021472053,0.02637484255838927,0.0192488318313261,0.01867601735753723,8
Agara kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Ibbalur Govt. Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
sarraki kere,08/23,1,0.09066669607389376,0.10796903912647816,0.0744791782445478,0.07073682260369492,0.04683687656255879,0.049108611259114816,0.046858456385077116,0.04564868148019294,0.05656523901014754,0.050369623444779105,0.017990970789106532,0.01976498674004458,0.016862894702910435,0.017590321079811493,0.017724376421260988,0.0183504525181683,0.02229302944260438,0.018455785589091386,0.019423096110469145,0.016978891001576082,102
Puttenahalli Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Madivala Kere,08/23,1,0.051639716422304194,0.050064822635117995,0.04328354617171254,0.05521985821901484,0.03316496462422482,0.03423049644111319,0.03029758873666432,0.029153617050049575,0.039148652611683446,0.03484638306635914,0.006111058233772069,0.005887564414501377,0.005884492008280341,0.006964078303285557,0.006855218640182111,0.007182482053751745,0.006452570766127186,0.007452416675600266,0.006563792947467045,0.005857956216068604,705
Somasundrapalya lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
singasandra,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kodagi Singasandra kere,08/23,1,0.09390167660148684,0.12983810897348688,0.10090963877522864,0.12737506408109722,0.0925398116834723,0.1007957310323599,0.08772902117311299,0.0886044004544686,0.0857402571794592,0.07029753851700883,0.006294957150655707,0.009726448848719533,0.009004255964373719,0.010843853764302823,0.012701582254123576,0.015671127730528162,0.01083243276757172,0.015606538070899432,0.013601802416067234,0.014867390023569597,15
doddakodlu,08/23,1,0.09870000183582306,0.15325000137090683,0.09049999713897705,0.17845000326633453,0.13944999873638153,0.1449500024318695,0.12480000033974648,0.10500000044703484,0.06495000049471855,0.053599998354911804,5.000010132789612E-4,2.5000423192977905E-4,9.000003337860107E-4,6.500035524368286E-4,6.500035524368286E-4,5.50001859664917E-4,3.000013530254364E-4,0.002399999648332596,0.0013499967753887177,0.0010999999940395355,2
Karabu Kere/Konappana agrahara lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Parapana Agahara Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kudlu Chikere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kelaginakere,08/23,1,0.10840989429414884,0.1496566127925108,0.11881754577873087,0.11955231787919482,0.08755789925296718,0.09576069862510259,0.08558603895830244,0.08775970467052314,0.08562436686688489,0.0656382327876785,0.006470144437422927,0.007548192401144198,0.007237146327607002,0.014331089501805349,0.01947399991155751,0.02152727941847912,0.015442397805696966,0.02230041745183499,0.02067708072095668,0.015397962780263404,42
Melinakere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Basavanapura Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Swarna Kunte Gudde Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Chikkabegur kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Elenahalli Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kalena Agrahara Govt. Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Infrastructure Corridor,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Beratena Agrahara Lake,08/23,1,0.1397000029683113,0.21724999696016312,0.2013999968767166,0.23435000330209732,0.17639999836683273,0.19340000301599503,0.15690000355243683,0.16110000014305115,0.1745999976992607,0.1298000030219555,0.002199999988079071,9.500011801719666E-4,0.009700000286102295,0.012550003826618195,0.019499994814395905,0.017099998891353607,0.01940000057220459,0.016499996185302734,0.021399997174739838,0.011400002986192703,2
Mylasandra Dodda Agrahara kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Arekere Govt. lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Hulimavu Kere,08/23,1,0.13619999835888544,0.18360000352064768,0.14603333671887717,0.1679999977350235,0.12866666664679846,0.14366666227579117,0.12226666510105133,0.1220333327849706,0.08976666629314423,0.06580000122388203,0.028370524085778084,0.03080010993239167,0.024102608063141736,0.01736259839227181,0.0072522813069905104,0.0230090309200638,0.007564977152176835,0.008439719673869795,0.014479718482903112,0.00796868960289112,3
Akashaya nagar Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Gottigere Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kothanaru Kere,08/23,1,0.053987426793089315,0.0693547141560754,0.052207366678651515,0.05977740660968488,0.04657298667184379,0.04750432245330867,0.04126424516948244,0.04513448039124663,0.05526149324516533,0.04530559998730194,0.004428883302339604,0.009978320135321139,0.006478956797750081,0.008055743030573152,0.015467930733021669,0.013718690988309495,0.010855643620628524,0.012128970089399022,0.011778795101412871,0.006273106591647002,4
RBI layout kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Chunchanaghatta Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Alahalli Kere,08/23,1,0.04459565230037855,0.05740434789787168,0.04328695668474487,0.059817391893138054,0.04324347817379495,0.0518173910677433,0.04540434819848641,0.04619565217391304,0.05056086976243102,0.040013043452864105,0.0037340360479197992,0.0038834630510194263,0.003520289605648639,0.003954705607267549,0.004884298055745768,0.003295933238681044,0.003352931960169167,0.005476866442668717,0.003785755912117761,0.0030341969387719173,23
Kembathahali kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddakallasandra  kere,08/23,1,0.08579999953508377,0.12240000069141388,0.10989999771118164,0.15060000121593475,0.14749999344348907,0.16859999299049377,0.09399999678134918,0.18940000236034393,0.12309999763965607,0.12770000100135803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Konanakunte  kere,08/23,1,0.1339000016450882,0.18970000743865967,0.1777999997138977,0.18799999356269836,0.15559999644756317,0.1657000035047531,0.12860000133514404,0.13609999418258667,0.13920000195503235,0.10019999742507935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Thalagattapura lake,08/23,1,0.060418518743029344,0.07127777735392253,0.05485555570986536,0.0659555552734269,0.055777777952176553,0.06132592578177099,0.05645555547542042,0.06000370352908417,0.06423703774257943,0.051637037484734145,0.003523470880990459,0.0036681142140018346,0.0032735001950569263,0.0037925207092027154,0.004740318862875902,0.003808041361649001,0.0032341158687350566,0.004244864144293041,0.0030565226649637007,0.0026304693779267293,27
Vajarahalli Govt.Katte,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Harohalli kere,08/23,1,0.08524144158975498,0.13153153214905713,0.09097657627887554,0.14267027136441823,0.08764955025535447,0.0949423421207849,0.0812387388233129,0.0707945950195059,0.052836036158574594,0.04132792794959502,0.007112145169099017,0.007409769600240862,0.007587507052615,0.009087637180430649,0.00829428194704789,0.008894421682583753,0.007497509513920373,0.008270002840822976,0.006313888243219462,0.004731344049761156,111
Puttenahalli Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Chellakere kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Horamavu Agara,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Horamavu kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kalkere Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Nagareshvara Nagenahalli Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Rampura Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Atturu kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Veerasagara kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Dodda bettahalli,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Dasarahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddabidarakallu lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Allasandra Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Andhrahalli Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Handrahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Narasappanahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Valagere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Shivapura New tank,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Agrahara Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Chokkanahalli lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Jakkuru lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
palanahalli,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kattigenahalli lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kogilu kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Venkateshapura lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Bellihalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
B. Channasandra lake,08/23,1,0.06241297293893147,0.08276506907690175,0.058462562447986824,0.08108911575745527,0.05524479817442176,0.06010083943608082,0.05387427729569763,0.05315723616216361,0.05886674729035602,0.04984176481045586,0.006889702070292134,0.008160017283975935,0.007053392995720927,0.006380045831683464,0.007725265137323586,0.008801280814054615,0.006778719413249026,0.009534766017917076,0.008780102070882034,0.007504572865610781,44
Byappanahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kowdenahalli Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Krishnarajapuram kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Basavanapura kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Shegehalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Mangamanapalya Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Hoodi kere-2,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Jimkenahalli Kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kodigehalli lake,08/23,1,0.07527349754074425,0.10264589795089124,0.0717113002024685,0.09228347190684766,0.06543289565259149,0.06969408325873448,0.06231828455983306,0.06148524445219537,0.06492125196251625,0.05212349514010294,0.005635348060738348,0.006933006819768254,0.007061750110195373,0.0087125619988768,0.009579951689713467,0.010472626019968847,0.008202471679088802,0.010555568565763868,0.009225672601699873,0.007093017776549265,226
Gangashetti kere/ Devasandra kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Vijinapura kere2,08/23,1,,,,,,,,,,,,,,,,,,,,,0
B.Narayanapura kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Melinakere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kelaginakere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Rachenahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Amruthahalli Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Nagawara Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Herohalli Lake,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Hebbal  kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Mahadevapura kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Vibhutipura kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Rajapalya Hoodikere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Achanakere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
"Yekkalagatta kere,Mahadevepura Kere",08/23,1,,,,,,,,,,,,,,,,,,,,,0
Pattaduru Agrahara kere-2,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Nallurahallikere,08/23,1,0.09888571465299242,0.1469964294561318,0.12128571420907974,0.16871666642171995,0.1193142861482643,0.12513571418821812,0.10675952370677676,0.09412738122045994,0.0638047619944527,0.05192738115077927,0.00622971288046052,0.007838207017115883,0.007560676953923745,0.008453765323539968,0.006999628402906084,0.007138153704578896,0.0061974479859815915,0.006768772063822605,0.007687093379151568,0.006250587509693212,84
Thubarahalli lake,08/23,1,0.05254727711676971,0.08913171923108294,0.05573341444976667,0.07355414511036187,0.05400873857717716,0.0602540089076052,0.05446267908323816,0.05682455922372157,0.06704856310306498,0.05216808581731114,0.008610753345414996,0.009482910514988573,0.009760963750031498,0.011448220738334361,0.012389705089979709,0.013377849458890357,0.01029024939077412,0.013145836466389631,0.016678381313931998,0.012323812295017054,121
Sheelavantana kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddanekundi Kunte,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Chinnappanahalli  kere1,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Doddanekundi kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Kundalahalli kere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Acchanakere,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Varthur lake,08/23,1,0.07526390055094022,0.10978464720407462,0.08536016608731381,0.09922033186646417,0.0724576763901473,0.08136638995893763,0.07148174278407177,0.07406804976497942,0.05639668056331729,0.04071742754537782,0.008817291339634423,0.012369533973628135,0.01271932849819825,0.015334558130818339,0.015236000687418516,0.01764993363641358,0.012696942981827936,0.01715019856768744,0.008312905003814491,0.0060066376321464806,241
Narasipura Lake-1,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Narasipura Lake-2,08/23,1,,,,,,,,,,,,,,,,,,,,,0
Ulsoor Lake,08/23,1,0.09142500068992376,0.11053750105202198,0.09549999795854092,0.11684999987483025,0.10666250111535192,0.1217750022187829,0.07643749983981252,0.13047500094398856,0.11711249966174364,0.12046249862760305,0.010878275430128224,0.016888231879335344,0.02989431208494937,0.03643898881586894,0.05107514156466648,0.05868783626595465,0.019402766599533133,0.06923602198449048,0.05135035290817472,0.058202337446295924,8
Gunduru Lake,09/23,1,0.04419571427362306,0.08931714264409883,0.053542857351047655,0.1184614289019789,0.0718214285160814,0.07191142865589686,0.04995000032441957,0.043644285574555394,0.02813857157847711,0.02035999996587634,0.0047759645476517995,0.005142205411367589,0.004466017064996707,0.0055770524069937875,0.011141888772244365,0.011589694743750002,0.007659686044616293,0.014197953780830875,0.01040214668984783,0.006041461582626513,70
Doddebele,09/23,1,0.02836463418675632,0.0527256095736492,0.031076829426172303,0.06886707314449113,0.03130853669036452,0.02872926840649509,0.013491463472657814,0.010325609771648377,0.01675731711453054,0.012847561037122476,0.0022989060131302455,0.002754987115462123,0.0020062888606041515,0.0036441417174275723,0.011113891727368765,0.011672716903166392,0.00747839506039387,0.013384308293813114,0.007876362168569805,0.004118110666184517,82
Somapura,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Mailasandra,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Kengeri 1,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Kengeri 2,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Chenvinayanahalli,09/23,1,0.05995614100924055,0.10050488529376554,0.08372943364393641,0.10904332744310972,0.06718271855007178,0.06830157846273607,0.05064650841191832,0.04718058041179186,0.03333267600181669,0.020280612695740746,0.0046232468377480004,0.0045118913190003536,0.011353688213913313,0.01136499498413138,0.01464849524703394,0.020847727447347066,0.01185186492922584,0.01950848734710507,0.01299810648299151,0.0061207215425499424,97
Annamma kere,09/23,1,0.04293448012009663,0.08356103159162222,0.05167955118653383,0.10368055798700891,0.07867588063048811,0.08054412830771014,0.05619811242518184,0.05512491650035566,0.042822504179761585,0.031085298463058398,0.006353314218781566,0.0043916570847115765,0.00709873086785749,0.006522179619203776,0.013024588361705194,0.014642448734334772,0.009248304785512421,0.01800014797240468,0.00878212800233486,0.006325554256307056,19
Deevatigeramnahalli kere,09/23,1,0.03859999869018793,0.057799999602138996,0.03505000099539757,0.06732499971985817,0.05500000063329935,0.06087500136345625,0.04380000103265047,0.04574999958276749,0.03142499923706055,0.02295000059530139,6.928207592092548E-4,0.0012668865873159498,0.0013883450314755427,0.0015105858308738403,0.0022649495669539873,0.004426272156291324,0.0020420583757851203,0.004669314661503044,0.0015352114925200808,0.0012990383186055963,4
Devarakere,09/23,1,0.02682644977951734,0.06100308130161043,0.035468765755304305,0.07856451656544608,0.05444076526892242,0.05757799079115881,0.03737410518291749,0.034564688847752274,0.03274137828980336,0.021077129259063868,0.002109195756722834,0.0018579607783818092,0.002848820725217073,0.0030241211259270993,0.009817596860030786,0.011339163945630441,0.005141454776067585,0.01404375756117067,0.009158528297203976,0.0042243757663332744,21
Doraikere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Goudanakere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Gubbalal kere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Halagevaderahalli kere-2,09/23,1,0.06870000064373016,0.11553333202997844,0.1291333312789599,0.1420500005284945,0.09656666715939839,0.1016500008602937,0.07666666805744171,0.07681666811307271,0.04311666699747244,0.024866666955252487,6.3770644267738E-4,0.0018098491046476771,0.002383042538405608,0.00522773115248505,0.0023084360850087146,0.008057035581571132,0.0036035473656045253,0.007721704464167635,0.0052894290687386545,0.002358436002591491,6
Herohalli Thotadakere,09/23,1,0.03363991933432047,0.063739044253921,0.0475390424935583,0.06673587293728975,0.05025455124791779,0.056345919321717564,0.039433378321812596,0.03621004737627241,0.037901618879034725,0.01874430227612754,0.002524325707088731,0.0033765954990446303,0.003975934253079953,0.004682027359399441,0.01273904808510265,0.013718205454043684,0.005054508542020032,0.012515945109624595,0.007829574260496765,0.0030775622318561366,6
Hosakerehalli Kere,09/23,1,0.013405882369946031,0.030052941182956976,0.017588235383086345,0.034341176423956364,0.03093529404962764,0.03355882371611455,0.019676470526439303,0.026500000440351227,0.030252940952777863,0.01819411780246917,0.004004625432473362,0.007714548497102071,0.004796185149018536,0.009525510859136575,0.010371224054724806,0.010188982417063713,0.007975811066101974,0.013698862564858708,0.007480493302986575,0.003921655091717814,17
Kempambudhi lake,09/23,1,0.035797674468783444,0.0723744185511456,0.04346511660273685,0.10547674395317255,0.07655348793365234,0.07748372090417285,0.05484186052236446,0.04414883723785711,0.017988372247579487,0.013723255828196225,0.005528971629466451,0.006188703097602442,0.012276578203216213,0.003933980105190565,0.0059829349372888365,0.00585288354963015,0.005545886050837062,0.005394586835921291,0.007808290555073128,0.005662230475670389,43
Laggeri Lake,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Mallathahalli Lake,09/23,1,0.013174358991165765,0.05084551292925309,0.029428846226670802,0.07370256396153799,0.03351666683701273,0.0318410258131245,0.016716666707697395,0.013987820548488973,0.02009423084867497,0.01596346160229773,0.0037931089976873883,0.0037958535737567085,0.005618901414026301,0.007942912999113405,0.014393004151268093,0.016345657162627446,0.012714361178532129,0.01759375384290499,0.016511694599380577,0.012047646446763842,156
Moge kere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Muppatu Kavalu Hosa Kere,09/23,1,0.026805099230015644,0.05591750512530379,0.026038269801554322,0.06327660849892208,0.03092933329554235,0.02917486863550946,0.015957611014082954,0.01101136747539831,0.01576273768663871,0.01225572674726167,0.002471221292405204,0.0024032187395714765,0.0017761535673965407,0.0034639400609581547,0.007380338028624388,0.008891920684265031,0.006725585036085794,0.010750498899758482,0.008281446562050947,0.004545430872712679,126
Nayandanahalli kere,09/23,1,0.03047000902487506,0.050922212428730504,0.027802740289016054,0.04332840289464751,0.026063924658807722,0.026157158071327506,0.011224885385142706,0.015794094714682346,0.03322919140192899,0.02516739176609811,0.0047814679294825085,0.004684457966124861,0.0061249730974283325,0.00974748488966023,0.013373398694192159,0.016353286738364853,0.011759986756159005,0.01739778031021972,0.018124405282595145,0.013045256688951455,71
Sankey Tank,09/23,1,0.020742828602112726,0.03678636269032619,0.0239263122997179,0.03860788568749221,0.017966478144573146,0.01607837415860112,0.004957159669795136,0.007468303279208052,0.020237261985542827,0.015666300277813086,0.0038573973574097544,0.004040438792878007,0.0048924439012417555,0.007258158886577114,0.01014188690756204,0.01152330983024504,0.007882198391073052,0.01192179819506723,0.014682877675627166,0.011824351261459837,268
Subramhanyapura kere,09/23,1,0.03670475943621596,0.07168880281687513,0.048502132036647605,0.09262257247387358,0.052027112264728115,0.05138482686628518,0.0319857152508626,0.03149197535255601,0.035947013939823524,0.026713390566785157,0.009555922648098568,0.01285833527650759,0.014939695757598133,0.015951382774226582,0.021563601851410697,0.023379897517621134,0.016895040160386673,0.025693314685457675,0.022164268829882157,0.015811525156031375,65
Ullalu lake-2,09/23,1,0.05935000069439411,0.12939999997615814,0.15110000222921371,0.1839499995112419,0.11885000020265579,0.10590000078082085,0.09410000219941139,0.06434999778866768,0.036200000904500484,0.017500000074505806,0.0021500010043382645,0.0010000020265579224,0.007199995219707489,0.0020500048995018005,2.4999678134918213E-4,0.0027999989688396454,7.00000673532486E-4,0.0010499991476535797,0.005500000901520252,0.0022999998182058334,2
Valagerehalli kere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Yediyur kere,09/23,1,0.03226794964833495,0.08484845693262112,0.039648855547528825,0.09538890154539115,0.05103757483829072,0.05289489062664895,0.03353656289138656,0.030366987659421012,0.025139764614413137,0.01797072003010287,0.004053392858078024,0.0036387107555342804,0.003782012114405954,0.004701712318094864,0.010393155859871129,0.01392130407270306,0.009026294494712025,0.016671887485507148,0.010771388329586623,0.00564802231370135,71
Bhimmanakuppe Govt lake,09/23,1,0.03790000081062317,0.0786999985575676,0.053300000727176666,0.09799999743700027,0.06549999862909317,0.06129999831318855,0.05310000106692314,0.04749999940395355,0.05990000069141388,0.03350000083446503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Srigandhakavalu Karabu Katte,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Janaradhan kere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Konashetty kere,09/23,1,,,,,,,,,,,,,,,,,,,,,0
Nagarabhavi (Un-named Lake on map),09/23,1,,,,,,,,,,,,,,,,,,,,,0
Sompura Govt.lake,09/23,1,0.05559999868273735,0.09830000251531601,0.10980000346899033,0.12620000541210175,0.10239999741315842,0.11969999969005585,0.08009999990463257,0.08250000327825546,0.05860000103712082,0.032600000500679016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Lakshmipura Lake,09/23,1,0.04415000043809414,0.0873000007122755,0.08765000104904175,0.11629999801516533,0.08527499996125698,0.08667500130832195,0.0592249995097518,0.07307500019669533,0.058200000785291195,0.03565000090748072,0.012529464595858495,0.02099404642352092,0.0396546676140951,0.02690836121646667,0.011475271199792548,0.016971943156052556,0.013811657902760899,0.01992779073808006,0.006614001247105448,0.003482456291807441,4
Amrutnagar Lake,09/23,1,0.027701785688155463,0.058226785622537136,0.04360000004193613,0.07184642885944673,0.035471428518316576,0.03545000014959702,0.018600000126753002,0.022983928622644662,0.031119642978800193,0.021287500043399632,0.002554022825676091,0.00260168174532251,0.002402676969942555,0.004672294968328916,0.014025419452403315,0.016051635543616608,0.010484733967430078,0.018924320815950992,0.014495349179789637,0.00823288397634764,56
Hoysalanagara Lake,09/23,1,0.061324999667704105,0.11424999870359898,0.10584999993443489,0.14664999768137932,0.10259999893605709,0.10927500016987324,0.0887250006198883,0.07492500077933073,0.034700000658631325,0.020149999763816595,0.0023498663994774146,0.0024233246392099564,0.0018337109224776742,0.0011884875871502852,0.007270831739066695,0.013173717514857727,0.0011627013324414278,0.009821245459761168,0.0038418735431728275,0.0012216794792621437,4
Basavanagar Lake,09/23,1,0.029687499976716936,0.05199375003576279,0.03330000024288893,0.06544374953955412,0.05040000006556511,0.05054999981075525,0.03676250029820949,0.035343750030733645,0.0300062500173226,0.019487500132527202,0.005261163502527272,0.0061559387696510925,0.004148644450996572,0.003856806566989474,0.00568847593239074,0.006734148251324056,0.00535418933829229,0.007333226360018528,0.00941212465126537,0.0052295884655547955,16
Ajjegowdana katte,09/23,1,0.04635000042617321,0.0888499990105629,0.06720000132918358,0.11100000143051147,0.08880000188946724,0.09085000306367874,0.07135000079870224,0.08579999953508377,0.07084999978542328,0.038850000128149986,0.0019500013440847397,0.007849998772144318,0.0030000023543834686,0.015000000596046448,0.01029999926686287,0.018449999392032623,0.006049998104572296,0.016199998557567596,0.006350003182888031,0.004849998280405998,2
Kodigehalli kere,09/23,1,0.04124999977648258,0.06964999809861183,0.05360000021755695,0.08810000121593475,0.05224999971687794,0.06200000084936619,0.039499999955296516,0.051649998873472214,0.04039999842643738,0.02285000029951334,0.0019500013440847397,0.0019499994814395905,0.005099998787045479,0.001400001347064972,0.0013499986380338669,0.002699999138712883,0.0035000015050172806,0.01954999938607216,0.0032999999821186066,9.500002488493919E-4,2
Kommaghatta Govt. Lake,09/23,1,0.024447953306704934,0.03733216386223048,0.023787719322836888,0.04323450321255372,0.020055555624135753,0.017476608185642208,0.004709941514113126,0.004482456153273659,0.01509122806465068,0.011273684255147015,0.002583921088485373,0.0030111809406918382,0.0018503740416397111,0.003135447601397269,0.007520724760117231,0.00843416424093219,0.005371145027073133,0.008626339187424007,0.0064545630822911365,0.0029310712474016716,171
