LAKE_NAME,DATE,IMAGE_COUNT,B2_mean,B3_mean,B4_mean,B5_mean,B6_mean,B7_mean,B8_mean,B8A_mean,B11_mean,B12_mean,B2_stdDev,B3_stdDev,B4_stdDev,B5_stdDev,B6_stdDev,B7_stdDev,B8_stdDev,B8A_stdDev,B11_stdDev,B12_stdDev,B2_count
Nagawara Lake,12/24,3,0.032417726396814284,0.0495364111290232,0.028753509813424945,0.055043434157893784,0.03298415905742679,0.034323881472748,0.02808971655789645,0.024415185766227854,0.014850088441544116,0.01218612474085838,0.003484057769071083,0.0034446181610926006,0.0025490823865586504,0.002807093470542979,0.004297054651575808,0.004950093097884499,0.003587519683524586,0.005500034191897005,0.006150794681982151,0.004191568862434636,435
Herohalli Lake,12/24,3,0.04375223142963477,0.07012353173965873,0.03602569699773693,0.0923678956414619,0.06459253630391408,0.06579882483702684,0.051888608893329954,0.03978409343408143,0.01409776859327298,0.011762791092146611,0.0024428115954251645,0.0032064984564760227,0.0014511349979428856,0.005955768535858915,0.006791538600298727,0.007657676865570782,0.005405853683157452,0.005392498349293605,0.00365130847731576,0.0029742292756238563,89
Hebbal  kere,12/24,3,0.030847584864562336,0.04340712061128931,0.025989441348194905,0.04916969528536593,0.028831755473989192,0.029925946702431205,0.024798938949675452,0.020930856897659573,0.013081397749283867,0.009951038495337988,0.0027492409769246744,0.0024520063617344107,0.001540427322222649,0.002874404511586461,0.004797497541118501,0.005497355958927641,0.004414497959514582,0.005668215154323893,0.004777300711048527,0.0026665645481175194,825
Mahadevapura kere,12/24,3,0.04170233443055108,0.09892759823425452,0.04637815048214933,0.12570175329983,0.0885055519816229,0.09126247040036592,0.07415612670207895,0.05527101259877319,0.0201034074886175,0.015021664861179717,0.003585336203418079,0.002218343877942104,0.0018172585579049507,0.003614154677121572,0.004299094245078008,0.0048692509674343526,0.0028307323260680895,0.0057777360276552465,0.006795775986642056,0.004322427184919538,118
Vibhutipura kere,12/24,3,0.023511718754889444,0.05125234375009313,0.030271093652117997,0.061618750041816384,0.03748203127179295,0.04026328126201406,0.03324374996009283,0.027265624899882823,0.015829687530640513,0.011866406246554106,0.0018177453728772386,0.0013046619902150522,0.0011917293387260692,0.0021505178762176586,0.0035397670364310076,0.004569063977425971,0.0027435505560341276,0.004818850047886038,0.004475477673865269,0.0025363459385279907,64
Rajapalya Hoodikere,12/24,3,0.017941312412498203,0.02938598134883847,0.018070852566707037,0.024179201630600732,0.021860960721263867,0.027344438531694375,0.022059323233382142,0.021137415483362055,0.01753017601276041,0.012877943298208535,0.00567170832610449,0.011916269977142178,0.01260629228831779,0.014595964400764336,0.009437867976967083,0.009506658978174548,0.007745462621683338,0.009910367211735523,0.007020280477435564,0.004245512405491006,16
Achanakere,12/24,3,,,,,,,,,,,,,,,,,,,,,0
"Yekkalagatta kere,Mahadevepura Kere",12/24,3,0.03020625002682209,0.05583124980330467,0.03568125027231872,0.06887499988079071,0.052212500013411045,0.05707500036805868,0.04344375059008598,0.04355000052601099,0.044937499798834324,0.033106249291449785,0.006629782761144641,0.007837368060267535,0.006714347251075769,0.01062932229261398,0.009252220427620117,0.008976601469874225,0.006100893580528287,0.011091099273600854,0.020564027993076415,0.01502165993234848,8
Pattaduru Agrahara kere-2,12/24,3,,,,,,,,,,,,,,,,,,,,,0
Nallurahallikere,12/24,3,0.03794327811079216,0.07216402218996336,0.049989720002020024,0.06768342625618712,0.03626390898767794,0.0396634974714466,0.03192454559862368,0.029971832494712983,0.027445680837856156,0.020140068634183772,0.0028269547051383887,0.0045674470670276366,0.004538515950147679,0.006778042554949041,0.012498951039824754,0.013077190613246727,0.010319042225259286,0.014247643789374487,0.014741318169626103,0.009331536806037507,144
Thubarahalli lake,12/24,3,0.03185864156125824,0.053926868792940764,0.02998814428453397,0.07265684989843092,0.042408775727757926,0.04364854383031503,0.03542100909904622,0.02712273530464821,0.01878763426202366,0.013933980377333986,0.0025839089416994144,0.0023362588046392132,0.002363728899736449,0.004064265402303021,0.00634110671841888,0.006698385454712844,0.0052724604706387585,0.006826833713042902,0.00979903995931315,0.006161735208543448,118
Sheelavantana kere,12/24,3,0.03655000124126673,0.06364999990910292,0.03457499947398901,0.07767500169575214,0.05747499968856573,0.06104999966919422,0.049999999813735485,0.038299999199807644,0.02319999923929572,0.018850000109523535,0.0020621589920238066,0.002371181039947418,0.0015368381402235984,0.007428112652264637,0.0027123554353687086,0.0024784051477633935,0.0015636501967345286,0.007977154791359905,0.0026419689163623625,0.00353588778944008,4
Doddanekundi Kunte,12/24,3,,,,,,,,,,,,,,,,,,,,,0
Chinnappanahalli  kere1,12/24,3,0.01920454546978528,0.033243182115256786,0.02190909085964615,0.03972272761166096,0.02639772742986679,0.02841818214140155,0.024684090929275208,0.022311363623223522,0.019506818149238825,0.01584090906280008,0.003760679020374163,0.0024137532922582656,0.0013787045937000092,0.002440414137863593,0.0030711811011443625,0.004071339839140636,0.001960193882529865,0.00407026148439449,0.0030468052585307967,0.0022582494514363314,22
Doddanekundi kere,12/24,3,0.017444665437050765,0.030763159644962804,0.020291317288475587,0.026215282150620023,0.016261094572122166,0.019228203909167213,0.01707989372486858,0.016525617309606472,0.013277133067851303,0.010048631850708891,0.00251831319566541,0.003964928316608746,0.0030958553162947345,0.0037601398020973634,0.005538734987976161,0.00610408560564074,0.005231570065907288,0.005954574201668829,0.006486565937028865,0.004347401241964576,267
Kundalahalli kere,12/24,3,0.04953659438948839,0.07625782035495085,0.04699461160706242,0.06981200420956377,0.04202168331523787,0.04466148569981007,0.03661718475399327,0.03290700793079758,0.024211444000019403,0.018069434711718346,0.005132445295575072,0.00872306727529985,0.005665245888572401,0.008056632595179993,0.009732585031581592,0.010497503958815881,0.007374033501669909,0.012537966038347876,0.01182795396974541,0.0066607842099187355,142
Acchanakere,12/24,3,,,,,,,,,,,,,,,,,,,,,0
Varthur lake,12/24,3,0.021373245671489523,0.03267605275675459,0.017707807039346733,0.03354850884265544,0.020096228043385372,0.022359824636665155,0.018427982469489634,0.015351754438801947,0.01594412283269329,0.01177956144684893,0.012536838664728666,0.019329243223039107,0.010616315021850467,0.01867561464115908,0.014506547099421348,0.015905488432720816,0.012400919315116322,0.011200794479507272,0.007748592118925864,0.004898585475308306,570
Narasipura Lake-1,12/24,3,0.041105555577410594,0.061538888348473444,0.05028333390752474,0.048255555331707,0.044572222150034375,0.0499777781466643,0.04591666700111495,0.04792777821421623,0.029011110878652997,0.018005555495619774,0.0075854554567074736,0.006506440170850584,0.00590945591378347,0.0038143328530437057,0.004636276484051389,0.005096137794946921,0.004699703933063521,0.004364510375526503,0.003368462830047826,0.001357171013910302,9
Narasipura Lake-2,12/24,3,,,,,,,,,,,,,,,,,,,,,0
Ulsoor Lake,12/24,3,0.04250047333166244,0.10281936248475586,0.04808479242525874,0.12693259591171496,0.08150720204709616,0.0828295987534339,0.06486838774972074,0.04687984686824285,0.013303299767630672,0.00990547985223167,0.003348016126765402,0.008670384702659123,0.003785836168541684,0.011417107590419761,0.00798288843053863,0.0084374156208134,0.006552537651240943,0.007411429089753503,0.006816705364459227,0.004654577720885291,762
Gunduru Lake,01/25,8,0.013751428547714438,0.03866142864738192,0.018671428678291184,0.05576285719871521,0.035068571407880104,0.036061428753393035,0.030292857119015287,0.023640000048492635,0.02019428586853402,0.017348571494221688,0.006983280847522921,0.0033287512893455276,0.003998129685645803,0.0023981941043157234,0.0041568033043193845,0.004816001404924404,0.002892234413807207,0.0053417063538290345,0.0046315649452933405,0.0038595425781495062,35
Doddebele,01/25,8,0.02500320091995143,0.04300725107995808,0.024713473285113464,0.05324319168666574,0.033241521227949454,0.0340791311403136,0.02964970940561519,0.025811367629391502,0.021682481589257254,0.017023844946523613,0.002415499563952794,0.001612416028360058,0.0021769587638426195,0.0025197906384867466,0.003819584516163558,0.003889862643333976,0.0025740407057119547,0.00462409936845622,0.005472168859604219,0.004388289937748745,164
Somapura,01/25,8,0.0032999999821186066,0.013000000268220901,0.0071000000461936,0.017400000244379044,0.008999999612569809,0.01080000028014183,0.010599999688565731,0.012000000104308128,0.01979999989271164,0.015799999237060547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mailasandra,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Kengeri 1,01/25,8,0.021955000050365926,0.03151500020176172,0.021794999949634075,0.024239999987185002,0.02024000007659197,0.023304999992251395,0.022339999862015247,0.023739999905228616,0.027445000037550925,0.021640000119805335,0.0020845203838326257,0.002029168378723067,0.0016882610138480687,0.0038606862999113526,0.004400443290771863,0.004117307896414767,0.0026351280062746067,0.0026070865623475884,0.004087386065226558,0.002838820150096362,10
Kengeri 2,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Chenvinayanahalli,01/25,8,0.023921841442860813,0.04352110008485873,0.025382125385490034,0.04356877486219942,0.025495319529522723,0.02708270790206364,0.02581133315366083,0.023496144077817034,0.02748186314984786,0.020110372188674622,0.00215076980534452,0.0014322856315133292,0.001627128505648254,0.002953931235197298,0.0056530761334078776,0.005614572683038555,0.0032651874366043305,0.005482996034599374,0.006699510927478202,0.00430998013769768,78
Annamma kere,01/25,8,0.031338578315013854,0.057063033039648894,0.037290553664747955,0.06269312097250213,0.045401683731135845,0.046258511995837456,0.04157532789657131,0.0446805547519425,0.04268334057229307,0.03147629366243326,0.0057828981860859755,0.0035282399646999816,0.003783119698496407,0.003546843921985751,0.00936814938649858,0.007427510163737265,0.0033055605304336522,0.008052692012542006,0.01077536031724922,0.006684370032026885,19
Deevatigeramnahalli kere,01/25,8,0.016748553719038942,0.043528660337573716,0.023059481985733977,0.05375896473548242,0.034437499889172614,0.03863250036125204,0.033512643154577484,0.027152500067438398,0.02677735718233245,0.02351496412817921,0.0055293770083145784,0.002968644426174634,0.003833303532930716,0.004211299006388597,0.008865803801690763,0.010748109587872954,0.0031063917997945566,0.008996498196060484,0.00767400616583635,0.006640689382919767,11
Devarakere,01/25,8,0.027541325799332685,0.0652954168775354,0.03564844876580329,0.07574442925380886,0.045451057678133205,0.04666389321070295,0.039705218513442365,0.03535380826051884,0.028659167824305165,0.02237983102344071,0.004448723223964659,0.0018543009009787798,0.0024318466299411627,0.002965336060550421,0.006367260047970061,0.008586454608769358,0.0038250395196853713,0.007724761590541833,0.008470871174185135,0.005311093674941,14
Doraikere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Goudanakere,01/25,8,0.04412857177002089,0.08493571409157344,0.04884285745876176,0.11450714298657008,0.0781214279787881,0.07941428625157901,0.0679285717861993,0.05049285691763673,0.02612857148051262,0.02386428588735206,0.0011335331167117097,0.001565981463323079,0.0014296422579194914,0.005071976881210544,0.004141976760312678,0.004363788535111211,0.0016280702698765518,0.00238700738819932,0.00818347069968231,0.008035689113517552,14
Gubbalal kere,01/25,8,0.04043124942108989,0.08653125073760748,0.055593750439584255,0.10141250118613243,0.07163750100880861,0.07595625054091215,0.06541249994188547,0.05738124996423721,0.047899999655783176,0.034062499180436134,0.005754885690246775,0.01352113814121366,0.008594199326840225,0.012010015824013986,0.011324607303458278,0.010866733932591644,0.008469015288387897,0.009248409981287172,0.00928214032305573,0.006202456269145766,8
Halagevaderahalli kere-2,01/25,8,0.0337555565767818,0.05367222262753381,0.03853333348201381,0.045466666834221944,0.02948888950049877,0.03441111143264505,0.03420555550191137,0.0327333336075147,0.031555555346939296,0.021911111142900255,0.002009484139811097,0.003222241722512531,0.005124234146477527,0.0057216930523019795,0.007005148206072792,0.007662237092986366,0.003584259417929573,0.009720425476741252,0.006353146369546162,0.003484392270530811,9
Herohalli Thotadakere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Hosakerehalli Kere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Kempambudhi lake,01/25,8,0.05148333435257276,0.0793333351612091,0.06168333441019058,0.0870666652917862,0.06759999692440033,0.06906666855017345,0.05245000123977661,0.05863333369294802,0.0478999987244606,0.03471666698654493,1.6499261908875035E-4,4.71401963882222E-4,6.835375891496794E-4,0.0025691559813906953,6.363963390902444E-4,0.002286311993271419,2.82842232000546E-4,1.1785136902908173E-4,0.002474873481271825,0.0015084954162402717,3
Laggeri Lake,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Mallathahalli Lake,01/25,8,0.03293194448471897,0.06191319475571314,0.05378125007781717,0.06450972235244182,0.03539930566007064,0.03669305549313625,0.03140833337480823,0.028962500134689942,0.02627500015983565,0.02075486123147938,0.002814537012433497,0.003148643799361119,0.0037845672036247533,0.005370958554524875,0.009136213028866557,0.008981015025116076,0.0062200335600391355,0.009917919143096051,0.012419647207896258,0.010273043965168283,72
Moge kere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Muppatu Kavalu Hosa Kere,01/25,8,0.03371000749336883,0.055669115346924834,0.04159648419934502,0.07394415315637168,0.049378815699072695,0.05022034506122213,0.04253269857049793,0.03597452387219293,0.024286150722031385,0.018171911596528617,0.005261842178992651,0.005715189395683679,0.005708892129520262,0.004600191197568608,0.005553199174329754,0.005358656157987232,0.0044224945073707105,0.00564285397089801,0.007015579872513417,0.0053199073226891675,58
Nayandanahalli kere,01/25,8,0.026168426642471126,0.035183552919827527,0.023209518516339345,0.027203745509186007,0.020968212873210747,0.02263617055157346,0.020912270835418485,0.02219085757355843,0.02620413850048362,0.021354790232165494,0.004273457096328166,0.004730286455692718,0.0035768242944542164,0.004980030363202995,0.00689866539480997,0.00723918601646357,0.004931427176807586,0.008930887370199966,0.009617994893425116,0.007420995009645392,57
Sankey Tank,01/25,8,0.023519879700172542,0.03530467769156892,0.02345377262991821,0.026761682571264277,0.01678839162014718,0.018236109851877607,0.015702466966000944,0.016877710123016233,0.019259532318647483,0.015832400629464626,0.0022414711357424634,0.0029294793761647482,0.0034972376007054522,0.005652321791997016,0.007249401425842847,0.007807706336645715,0.005153529864982051,0.008851401881702008,0.012049440827749069,0.011144142783633737,260
Subramhanyapura kere,01/25,8,0.044901945398717696,0.08917272344270702,0.050634177879272366,0.11379215390600063,0.07721367856573332,0.0790496386552815,0.06533905761493422,0.05485668080514595,0.03502919315221924,0.02847886023827342,0.004274541127906713,0.004779426531505616,0.004575966754608656,0.007532258348184076,0.009904386888110116,0.009985586703753319,0.005976875456537872,0.012914874544952448,0.015647250419324507,0.012166730386314027,62
Ullalu lake-2,01/25,8,0.0300827160431647,0.05371604942613178,0.037891975339548085,0.06054938262627448,0.0376549381762743,0.0393037037624989,0.03327777781696231,0.03162222240626076,0.028879629586029937,0.020709876511475923,0.0025979356437093415,0.0033253870593392063,0.002575591226862763,0.0048758507298027175,0.009788480720476205,0.009233870799820463,0.005412890402518004,0.009284977570125813,0.010492562773321975,0.007108356178840968,81
Valagerehalli kere,01/25,8,0.036799516517916304,0.05617383967603811,0.04391052266808128,0.059584400293810805,0.037880365249312126,0.040016191648113264,0.035889444177049035,0.03219665471633118,0.027057987684887274,0.02077314981004886,0.002984943442057425,0.004642408223373945,0.004722474859580193,0.006490335293499101,0.009019309063006296,0.008147180854004964,0.005870257369920179,0.00855723151151632,0.011838372462147528,0.008331223487950469,82
Yediyur kere,01/25,8,0.026151939649974823,0.05527996624209605,0.02965886911253816,0.05942207307570524,0.033986883182658315,0.03612619949317574,0.03094049770660828,0.028934357282435787,0.02311927611019323,0.018082090132895745,0.004642688835006972,0.002321044055442498,0.0023029462118517733,0.002193580602546525,0.004821310520838422,0.006059683066717582,0.003810273481638568,0.007827294581068941,0.0066219380566103405,0.00409346857636335,63
Bhimmanakuppe Govt lake,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Srigandhakavalu Karabu Katte,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Janaradhan kere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Konashetty kere,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Nagarabhavi (Un-named Lake on map),01/25,8,0.03154374985024333,0.05027499981224537,0.03854999947361648,0.048812500201165676,0.035462499829009175,0.041193749755620956,0.03697499982081354,0.038093750132247806,0.051118750125169754,0.04263125080615282,0.007261216805951083,0.008559461096415632,0.00707208384579964,0.01072178719223372,0.008823645684499013,0.009312136770257618,0.007307744463405264,0.00964988473616496,0.013246743746181787,0.011846833812393284,8
Sompura Govt.lake,01/25,8,0.027301851970454056,0.054095370419047495,0.03748888894915581,0.049449074254543694,0.02961018522856412,0.03206296292720018,0.02874722221383342,0.027658333415510477,0.026525926051868334,0.01906388885927973,0.0027226070285775237,0.0017760044910472871,0.0023959970987707923,0.0036276521327111956,0.0058215387212044,0.007257494099077021,0.006218091954903222,0.007334947884109979,0.00827899340711395,0.006701377779763471,54
Lakshmipura Lake,01/25,8,0.027127777812657534,0.05116574079902084,0.029299999897678692,0.06679907372152363,0.04247870358328024,0.043332407182013546,0.0386990741999061,0.028867592759154462,0.0226148148584697,0.018230555613559705,0.0012099763662928047,0.0018019748798289883,0.0010594373663493201,0.001944376971372847,0.0031236938767557217,0.00338898201144244,0.00205098196375376,0.002802828546511288,0.006105375996123265,0.0041367417722956235,54
Amrutnagar Lake,01/25,8,0.027860869572538395,0.04730108712354432,0.03448260887323514,0.05711521742784459,0.03134565209241017,0.0327565216904749,0.028433695678477703,0.026730434888083,0.028732608679843986,0.024116304298133953,0.0025845677063449086,0.0020624618631114983,0.0016970310618781529,0.00269088373411884,0.0063964392849466855,0.006961388848228932,0.0037362799820838083,0.00778016208209698,0.009297283437482245,0.007186771154660614,46
Hoysalanagara Lake,01/25,8,0.03671428561210632,0.06668571382761002,0.053821428545883725,0.06040714308619499,0.03950000022138868,0.04557857183473451,0.04341428514037814,0.04402142842965467,0.03659999982586929,0.023585714399814606,0.0021167207280002494,0.0024081280752539236,0.0011846808311619134,0.0022642291216225397,0.010794574980519615,0.012329258636611424,0.004580370296471691,0.015011895851166916,0.008081946986986053,0.004748061343448785,7
Basavanagar Lake,01/25,8,0.022067637047006258,0.05022745649858807,0.023114605992297164,0.0607281409846859,0.03904010995883213,0.04162318493746012,0.034811462236162084,0.028985478621814966,0.026983829047102843,0.02032917688972171,0.005057761686825861,0.0029156572869794483,0.00278093678628057,0.0034392191426927013,0.004869126417525108,0.007007653046764138,0.002939869119943364,0.007198202306698691,0.008615024914859985,0.005726611594795023,28
Ajjegowdana katte,01/25,8,0.03350000083446503,0.053599998354911804,0.034699998795986176,0.06809999793767929,0.046799998730421066,0.04659999907016754,0.041099999099969864,0.03189999982714653,0.040800001472234726,0.034299999475479126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kodigehalli kere,01/25,8,0.01674000024795532,0.03776999972760677,0.026480000279843808,0.0620300006121397,0.03913999982178211,0.03224000055342913,0.027499999850988388,0.02256000004708767,0.03128000013530254,0.020760000124573706,0.0011551625472055376,0.0034409446598428406,0.003992443378642123,0.005493095511830432,0.005582150002497675,0.004596346490494127,0.0011428037803116072,0.0038642464006025923,0.006830197757001187,0.003803208871711236,10
Kommaghatta Govt. Lake,01/25,8,0.030612987163779023,0.0476025975514929,0.029950000079614774,0.06218084412348735,0.041183117063498344,0.042690259634287325,0.036397402598099274,0.030930519539427447,0.021375000059556264,0.014232142882832846,0.004435229561298629,0.006626535222673408,0.004330906882914982,0.01188485627002839,0.007903636700210118,0.008424188000915666,0.005987667990667618,0.006036112467629264,0.003818216059957765,0.0023120848509504167,154
Manganahalli Lake,01/25,8,0.019537388315717864,0.024476728592866405,0.01752635618707285,0.026206756913796706,0.017526243848788214,0.017593706910968662,0.015974281375683144,0.015613163466412715,0.017399082678966265,0.012633164384520406,0.003837123269434997,0.0036169425607063856,0.003152216751734248,0.004238459711922159,0.004416206071992779,0.004295815054037115,0.0032107515948535453,0.004009900780714653,0.004189647144963175,0.003163237859059383,892
Bhattarahalli kere,01/25,8,0.025104504654997528,0.04407967329329957,0.026411998763092314,0.0421708378197794,0.02671184403940355,0.0288847544512647,0.02562063015176595,0.023559229180564877,0.02684222696672988,0.021484766700056043,0.0019335876676055746,0.002327035615909282,0.0029903808939639024,0.004231580198553157,0.008659136131593604,0.00738007259934844,0.004267861137111378,0.008687412962911254,0.012136458982319652,0.007670450632440727,65
Thirumenahalli lake,01/25,8,0.015551162948615329,0.022284883745881015,0.014303488440291827,0.02925697692431683,0.01867209301265173,0.020172092998616917,0.016613953486951286,0.015200000126347986,0.015345348835771168,0.012519767475422732,0.002343111981115717,0.0034636069824253617,0.002993586155234556,0.004662350133091442,0.00396420473303747,0.004306786194158863,0.003058448506082386,0.003954846941235875,0.003241048738191424,0.002082181862230635,43
Avalahali kere,01/25,8,0.029739007951061804,0.04906481983720589,0.02480490735986883,0.06672877958892368,0.046154545735798067,0.043818656313859394,0.03173250360641036,0.024325472384309602,0.009210308809695904,0.00781679062662818,0.005000628575422783,0.006876986860635464,0.004667696350888376,0.008954225563693102,0.008162211550995857,0.008156953771743108,0.006953988439881971,0.007160944204482166,0.004128732358041865,0.00245856685797635,1919
Begur Lake,01/25,8,0.03764530009031296,0.06430000003427266,0.04227870013937354,0.05334559991210699,0.030016000082716345,0.03159910006821155,0.02751969999819994,0.02518830000422895,0.01880370006337762,0.014449900062754751,0.003476668288444056,0.004507195371011328,0.004520170546775724,0.0058556185747572894,0.009135972052821035,0.010587104714765616,0.007679625477320558,0.011714648339622024,0.011870191329129047,0.008581550954366676,500
meenakshi lake,01/25,8,0.06354537643541658,0.11978925128316427,0.06995002640946217,0.11895798088278253,0.06962505033174399,0.0720764854081434,0.05954839062210508,0.051344788865808635,0.04760035443185913,0.037224608523762345,0.004142444525001105,0.00672033277029393,0.010083788706985824,0.011949532947012566,0.020942845539085493,0.021724676433155475,0.01825323049500922,0.0259877915211131,0.035429285348401826,0.027299370150906374,104
Kannuru kere,01/25,8,0.03228460641015277,0.04760601821489227,0.034524054287211274,0.06508880534715487,0.0422764340282964,0.04345721454467942,0.03713132825330142,0.029389658811922736,0.016583069369154036,0.013369048711160852,0.012191804045055134,0.014983566218509783,0.01279149309206923,0.016109465853668604,0.013500172625814728,0.013309262618003258,0.012105795570754937,0.010607226109434459,0.009369490695989312,0.006552079714604731,202
Kannuru kere,01/25,8,0.03228460641015277,0.04760601821489227,0.034524054287211274,0.06508880534715487,0.0422764340282964,0.04345721454467942,0.03713132825330142,0.029389658811922736,0.016583069369154036,0.013369048711160852,0.012191804045055134,0.014983566218509783,0.01279149309206923,0.016109465853668604,0.013500172625814728,0.013309262618003258,0.012105795570754937,0.010607226109434459,0.009369490695989312,0.006552079714604731,202
Doddagubbi kere,01/25,8,0.012214460397968677,0.02052181222113946,0.014580675644457166,0.03236769135567584,0.014200901849094635,0.014091455809347108,0.011833845689409924,0.008692226745337196,0.012297580157826688,0.010825372060529985,0.008520782329111002,0.005623638967431672,0.005117382413244229,0.004365903227487823,0.00554568704017588,0.005955308914314971,0.005310627796058611,0.005836767918535065,0.005554855191249218,0.0037466322757735296,596
Suggata kere,01/25,8,0.02496250020340085,0.04833750007674098,0.03546249959617853,0.05031875008717179,0.030900000128895044,0.03369375038892031,0.030700000002980232,0.027843749849125743,0.035293749533593655,0.02573124971240759,0.004444923038968236,0.001897161339835882,0.002604413267920343,0.0018887718992195105,0.0035454201049098496,0.006783917209372487,0.0034909709479323072,0.0055238933176741615,0.006799652509315028,0.004271338763990749,8
Yelahanka Lake,01/25,8,0.031186604401569413,0.04513717554764524,0.027981192215573658,0.03134386567814837,0.014476236133210123,0.015050483610796896,0.012919823882196577,0.012305176387779358,0.012999032762194777,0.01073350809639035,0.0028992912069145302,0.003133756840801014,0.0027761265775025673,0.004756129240434757,0.007480570375754495,0.00860411821815528,0.006757153193394561,0.008761256005890653,0.0071300905838516185,0.004925590218552983,2319
Dodda Bommasandra Lake,01/25,8,0.03734899902747863,0.07419486866792943,0.0407520256357953,0.09086608150741932,0.04998624803204902,0.05119088302231917,0.041511152962249505,0.0312572268191741,0.01536340900995421,0.012391772849412543,0.002971334423090084,0.005680617035338727,0.003728467812971011,0.007037873921884413,0.006849128859697892,0.007982305173024529,0.006146797675999297,0.008425128085331782,0.007141706314639178,0.004426939385554231,650
Singapura lake,01/25,8,0.037046791840982966,0.06392899244656224,0.05094736689798434,0.053378740033961744,0.033692932370322,0.03569283320094041,0.03245701955848168,0.031379203555123074,0.03452600352055028,0.027244478556876027,0.0041364612649521845,0.005841804569492271,0.007667016811018852,0.010834748619992545,0.012685179129203252,0.012850226399861499,0.009470128796195482,0.013999135833345574,0.023793122789300934,0.019091252795438374,143
Chellaghatta kere,01/25,8,0.04476785713008472,0.0785071434719222,0.05069642913128648,0.08160714272941862,0.058907143239464076,0.065682142706854,0.05641428540859904,0.056267857019390376,0.04566785679864032,0.027767856871443137,0.008932076721108538,0.01575560952057059,0.01511358719225511,0.014861802026057238,0.019251223805184133,0.021296718368286546,0.014141951036912456,0.024280838798412776,0.022193938915241344,0.012325736609012592,14
Bellandur Amanikere,01/25,8,0.029295756062757132,0.04694429704437276,0.028442473539170513,0.03128822950648752,0.017882327624968445,0.019704840886377264,0.017435344847105072,0.017029210904683234,0.013434913828944298,0.009325397907094215,0.012354435711929119,0.018487156807182985,0.011834556740239203,0.010315929971833598,0.010715018679487959,0.012143780269672656,0.010220767855907904,0.012570046707686746,0.005328761224868952,0.0022074111587909286,1508
Abbigere Kere,01/25,8,0.02984745767872549,0.05873135576224597,0.034205367462446463,0.08098954825246402,0.04853220334497549,0.04961186428528048,0.04220677962747671,0.03245564991092614,0.022655084802858574,0.017946610211442084,0.006488064311132229,0.0052763239597075125,0.004780576397706678,0.005992878660630426,0.0068263514706183945,0.007335437290854216,0.006019533477997367,0.007310734096112467,0.00916212584473766,0.007090934082229914,177
Kammagondanahalli lake,01/25,8,0.03332962951174489,0.05808703704840607,0.041203703455351015,0.06571759242150518,0.04527962987345678,0.04580648153744362,0.04133148153346998,0.03640185213751263,0.03351851849368325,0.023803703745620117,0.008283157429337112,0.010163720925684542,0.005005107152417625,0.007051773755692447,0.00860156388959878,0.008048263262736529,0.005841076838234733,0.010591659168191811,0.01074157402906707,0.006816264971527245,54
Mallasandra Lake-2,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Chikkabanavara kere,01/25,8,0.04703888876570596,0.08786666558848487,0.06952222353882259,0.10463888860411114,0.07464444388945897,0.07636111105481784,0.06500555492109722,0.059144444349739284,0.0587111111316416,0.03712222269839711,0.009081016854439957,0.013361657243722309,0.014071309411159201,0.015972644434187132,0.015432639407704403,0.017543530054689217,0.00989700885501815,0.015150255523480535,0.018885941399290878,0.010551911912127001,9
Mallasandra Gudde lake,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Bagalagunte Govt.Lake,01/25,8,,,,,,,,,,,,,,,,,,,,,0
Lalbagh kere,01/25,8,0.025480210297248833,0.05710087147390836,0.02590148005124102,0.05655644540995026,0.029858449558337604,0.03142539921228619,0.026365981526118482,0.02409606050273704,0.020603924036955167,0.01511382670096917,0.003668769448503642,0.0036736114161051024,0.0028169804866018167,0.005237950788311976,0.007672364180987365,0.008648680929297608,0.0057966760523579745,0.010077095351104928,0.010735081455149289,0.0072803708170260766,226
Chikkabellanduru kere,01/25,8,0.010359941546026378,0.02253859654635365,0.012673976594222742,0.03200760248460268,0.015088888876445113,0.01598304100280181,0.01391491231818994,0.0111959064651651,0.021023976703702707,0.01749152055130019,0.00440062333083272,0.0022433335363066004,0.002694500255257235,0.0018503123349738581,0.0034683185169982838,0.0038145848855817843,0.003228187723417215,0.004331080491566384,0.007983116956145491,0.0069225224909105244,171
Carmelarm,01/25,8,0.05779999867081642,0.11410000175237656,0.09300000220537186,0.11909999698400497,0.10300000011920929,0.09610000252723694,0.08789999783039093,0.09319999814033508,0.15070000290870667,0.09769999980926514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
