LAKE_NAME,DATE,NDCI_Chla,NDTI,NDWI,NDSSI,IMAGE_COUNT
Shivapura New tank,06/25,0.2935485947,-0.05821135098,-0.3661607793,-0.7421857414,1
Agrahara Lake,06/25,0.3202449896,0.04406429727,-0.3884183014,-0.6181204858,1
Chokkanahalli lake,06/25,0.2210124362,0.06169682459,-0.4122375298,-0.5829400621,1
Jakkuru lake,06/25,0.4361111658,-0.1781012831,-0.1758180914,-0.4774639323,1
palanahalli,06/25,0.461698774,-0.1466058318,-0.5140492339,-0.6908999069,1
Kattigenahalli lake,06/25,0.4733870688,-0.1623100027,-0.4591368309,-0.7042469932,1
Kogilu kere,06/25,0.3117765397,-0.03047889036,-0.3117088812,-0.5624719369,1
Venkateshapura lake,06/25,0.1414842545,0.04060030654,-0.2646865775,-0.450780855,1
Bellihalli kere,06/25,0.3711375635,0.07811238315,-0.6748548835,-0.8416345837,1
B. Channasandra lake,06/25,0.329485674,-0.1463951342,-0.3181340505,-0.5706855015,1
Byappanahalli kere,06/25,0.3439416403,-0.1434366023,-0.6121554937,-0.7545311464,1
Kowdenahalli Kere,06/25,0.4448377143,-0.2095899646,-0.412889315,-0.7188407493,1
Krishnarajapuram kere,06/25,0.3412341645,-0.09690683309,-0.3538975786,-0.5696503169,1
Basavanapura kere,06/25,0.06762652844,0.028640192,-0.2557624876,-0.3647294641,1
Shegehalli kere,06/25,,,,,1
Mangamanapalya Kere,06/25,,,,,1
Hoodi kere-2,06/25,0.1700961314,-0.06361355805,-0.2209617783,-0.3888409451,1
Jimkenahalli Kere,06/25,0.1946730284,-0.08594437457,-0.1081719343,-0.4199206326,1
Kodigehalli lake,06/25,,,,,1
Gangashetti kere/ Devasandra kere,06/25,0.2073064384,-0.09684838145,-0.2201292845,-0.4112064129,1
Vijinapura kere2,06/25,0.3173863356,-0.1002109823,-0.3166689295,-0.5811778004,1
B.Narayanapura kere,06/25,,,,,1
Melinakere,06/25,0.3986437521,-0.2094786833,-0.6702444219,-0.7909830311,1
Kelaginakere,06/25,,,,,1
Rachenahalli kere,06/25,0.5351515541,-0.2501426875,-0.2502374969,-0.5822794504,1
Amruthahalli Lake,06/25,0.3110206188,0.008895023074,-0.5403849823,-0.8412369242,1
Nagawara Lake,06/25,0.4339603628,-0.239272285,-0.1954352326,-0.5812898497,1
Herohalli Lake,06/25,0.5660756383,-0.2299110677,-0.3358337285,-0.6701793935,1
Hebbal  kere,06/25,0.4012728942,-0.1514646978,-0.2267589546,-0.5156354296,1
Mahadevapura kere,06/25,0.114996084,-0.03897443466,0.3107812184,0.3429041769,1
Vibhutipura kere,06/25,0.2248635997,-0.06243969888,-0.426434165,-0.5497907491,1
Rajapalya Hoodikere,06/25,,,,,1
Achanakere,06/25,,,,,1
"Yekkalagatta kere,Mahadevepura Kere",06/25,,,,,1
Pattaduru Agrahara kere-2,06/25,,,,,1
Nallurahallikere,06/25,,,,,1
Thubarahalli lake,06/25,,,,,1
Sheelavantana kere,06/25,,,,,1
Doddanekundi Kunte,06/25,,,,,1
Chinnappanahalli  kere1,06/25,0.1063161806,-0.04164196626,-0.1733990279,-0.2119971209,1
Doddanekundi kere,06/25,0.1893755964,-0.09856161261,-0.1140869082,-0.2400139689,1
Kundalahalli kere,06/25,,,,,1
Acchanakere,06/25,0.0994804765,-0.04722669058,-0.08320724739,-0.104281358,1
Varthur lake,06/25,0.0578197869,0.002080542553,0.1064912739,0.138887847,1
Narasipura Lake-1,06/25,0.1073244064,0.009999027067,-0.2708355667,-0.360882175,1
Narasipura Lake-2,06/25,0.1932820698,-0.02477527796,-0.4486730129,-0.606529836,1
Ulsoor Lake,06/25,0.277265642,-0.1374058991,-0.5331198685,-0.6110491524,1
Gunduru Lake,07/25,,,,,0
Doddebele,07/25,,,,,0
Somapura,07/25,,,,,0
Mailasandra,07/25,,,,,0
Kengeri 1,07/25,,,,,0
Kengeri 2,07/25,,,,,0
Chenvinayanahalli,07/25,,,,,0
Annamma kere,07/25,,,,,0
Deevatigeramnahalli kere,07/25,,,,,0
Devarakere,07/25,,,,,0
Doraikere,07/25,,,,,0
Goudanakere,07/25,,,,,0
Gubbalal kere,07/25,,,,,0
Halagevaderahalli kere-2,07/25,,,,,0
Herohalli Thotadakere,07/25,,,,,0
Hosakerehalli Kere,07/25,,,,,0
Kempambudhi lake,07/25,,,,,0
Laggeri Lake,07/25,,,,,0
Mallathahalli Lake,07/25,,,,,0
Moge kere,07/25,,,,,0
Muppatu Kavalu Hosa Kere,07/25,,,,,0
Nayandanahalli kere,07/25,,,,,0
Sankey Tank,07/25,,,,,0
Subramhanyapura kere,07/25,,,,,0
Ullalu lake-2,07/25,,,,,0
Valagerehalli kere,07/25,,,,,0
Yediyur kere,07/25,,,,,0
Bhimmanakuppe Govt lake,07/25,,,,,0
Srigandhakavalu Karabu Katte,07/25,,,,,0
Janaradhan kere,07/25,,,,,0
Konashetty kere,07/25,,,,,0
Nagarabhavi (Un-named Lake on map),07/25,,,,,0
Sompura Govt.lake,07/25,,,,,0
Lakshmipura Lake,07/25,,,,,0
Amrutnagar Lake,07/25,,,,,0
Hoysalanagara Lake,07/25,,,,,0
Basavanagar Lake,07/25,,,,,0
Ajjegowdana katte,07/25,,,,,0
Kodigehalli kere,07/25,,,,,0
Kommaghatta Govt. Lake,07/25,,,,,0
Manganahalli Lake,07/25,,,,,0
Bhattarahalli kere,07/25,,,,,0
Thirumenahalli lake,07/25,,,,,0
Avalahali kere,07/25,,,,,0
Begur Lake,07/25,,,,,0
meenakshi lake,07/25,,,,,0
Kannuru kere,07/25,,,,,0
Kannuru kere,07/25,,,,,0
Doddagubbi kere,07/25,,,,,0
Suggata kere,07/25,,,,,0
Yelahanka Lake,07/25,,,,,0
Dodda Bommasandra Lake,07/25,,,,,0
Singapura lake,07/25,,,,,0
Chellaghatta kere,07/25,,,,,0
Bellandur Amanikere,07/25,,,,,0
Abbigere Kere,07/25,,,,,0
Kammagondanahalli lake,07/25,,,,,0
Mallasandra Lake-2,07/25,,,,,0
Chikkabanavara kere,07/25,,,,,0
Mallasandra Gudde lake,07/25,,,,,0
Bagalagunte Govt.Lake,07/25,,,,,0
Lalbagh kere,07/25,,,,,0
Chikkabellanduru kere,07/25,,,,,0
Carmelarm,07/25,,,,,0
Gunjuruplaya kere,07/25,,,,,0
Govt. Dinnekere,07/25,,,,,0
Panattur Govt.kere,07/25,,,,,0
Gramadakere,07/25,,,,,0
Ambalipura Kelagina kere,07/25,,,,,0
Melinakere,07/25,,,,,0
Sowl kere,07/25,,,,,0
Bhoganahalli kere,07/25,,,,,0
Devarabisanahalli kere,07/25,,,,,0
Doddakanneli Gramadakere,07/25,,,,,0
Lakedew Appartment lake,07/25,,,,,0
Kaikondanahalli kere,07/25,,,,,0
Kasavanahalli kere,07/25,,,,,0
Mestripalya lake,07/25,,,,,0
Tavarekere lake,07/25,,,,,0
Byrasandra Kere,07/25,,,,,0
J P Park Kere,07/25,,,,,0
Agara kere,07/25,,,,,0
Ibbalur Govt. Lake,07/25,,,,,0
sarraki kere,07/25,,,,,0
Puttenahalli Kere,07/25,,,,,0
Madivala Kere,07/25,,,,,0
Somasundrapalya lake,07/25,,,,,0
singasandra,07/25,,,,,0
Kodagi Singasandra kere,07/25,,,,,0
doddakodlu,07/25,,,,,0
Karabu Kere/Konappana agrahara lake,07/25,,,,,0
Parapana Agahara Lake,07/25,,,,,0
Kudlu Chikere,07/25,,,,,0
Kelaginakere,07/25,,,,,0
Melinakere,07/25,,,,,0
Basavanapura Kere,07/25,,,,,0
Swarna Kunte Gudde Lake,07/25,,,,,0
Chikkabegur kere,07/25,,,,,0
Elenahalli Lake,07/25,,,,,0
Kalena Agrahara Govt. Lake,07/25,,,,,0
Infrastructure Corridor,07/25,,,,,0
Beratena Agrahara Lake,07/25,,,,,0
Mylasandra Dodda Agrahara kere,07/25,,,,,0
Arekere Govt. lake,07/25,,,,,0
Hulimavu Kere,07/25,,,,,0
Akashaya nagar Kere,07/25,,,,,0
Gottigere Kere,07/25,,,,,0
Kothanaru Kere,07/25,,,,,0
RBI layout kere,07/25,,,,,0
Chunchanaghatta Kere,07/25,,,,,0
Alahalli Kere,07/25,,,,,0
Kembathahali kere,07/25,,,,,0
Doddakallasandra  kere,07/25,,,,,0
Konanakunte  kere,07/25,,,,,0
Thalagattapura lake,07/25,,,,,0
Vajarahalli Govt.Katte,07/25,,,,,0
Harohalli kere,07/25,,,,,0
Puttenahalli Lake,07/25,,,,,0
Chellakere kere,07/25,,,,,0
Horamavu Agara,07/25,,,,,0
Horamavu kere,07/25,,,,,0
Kalkere Kere,07/25,,,,,0
Nagareshvara Nagenahalli Kere,07/25,,,,,0
Rampura Kere,07/25,,,,,0
Atturu kere,07/25,,,,,0
Veerasagara kere,07/25,,,,,0
Dodda bettahalli,07/25,,,,,0
Dasarahalli kere,07/25,,,,,0
Doddabidarakallu lake,07/25,,,,,0
Allasandra Lake,07/25,,,,,0
Andhrahalli Lake,07/25,,,,,0
Handrahalli kere,07/25,,,,,0
Narasappanahalli kere,07/25,,,,,0
Valagere,07/25,,,,,0
Shivapura New tank,07/25,,,,,0
Agrahara Lake,07/25,,,,,0
Chokkanahalli lake,07/25,,,,,0
Jakkuru lake,07/25,,,,,0
palanahalli,07/25,,,,,0
Kattigenahalli lake,07/25,,,,,0
Kogilu kere,07/25,,,,,0
Venkateshapura lake,07/25,,,,,0
Bellihalli kere,07/25,,,,,0
B. Channasandra lake,07/25,,,,,0
Byappanahalli kere,07/25,,,,,0
Kowdenahalli Kere,07/25,,,,,0
Krishnarajapuram kere,07/25,,,,,0
Basavanapura kere,07/25,,,,,0
Shegehalli kere,07/25,,,,,0
Mangamanapalya Kere,07/25,,,,,0
Hoodi kere-2,07/25,,,,,0
Jimkenahalli Kere,07/25,,,,,0
Kodigehalli lake,07/25,,,,,0
Gangashetti kere/ Devasandra kere,07/25,,,,,0
Vijinapura kere2,07/25,,,,,0
B.Narayanapura kere,07/25,,,,,0
Melinakere,07/25,,,,,0
Kelaginakere,07/25,,,,,0
Rachenahalli kere,07/25,,,,,0
Amruthahalli Lake,07/25,,,,,0
Nagawara Lake,07/25,,,,,0
Herohalli Lake,07/25,,,,,0
Hebbal  kere,07/25,,,,,0
Mahadevapura kere,07/25,,,,,0
Vibhutipura kere,07/25,,,,,0
Rajapalya Hoodikere,07/25,,,,,0
Achanakere,07/25,,,,,0
"Yekkalagatta kere,Mahadevepura Kere",07/25,,,,,0
Pattaduru Agrahara kere-2,07/25,,,,,0
Nallurahallikere,07/25,,,,,0
Thubarahalli lake,07/25,,,,,0
Sheelavantana kere,07/25,,,,,0
Doddanekundi Kunte,07/25,,,,,0
Chinnappanahalli  kere1,07/25,,,,,0
Doddanekundi kere,07/25,,,,,0
Kundalahalli kere,07/25,,,,,0
Acchanakere,07/25,,,,,0
Varthur lake,07/25,,,,,0
Narasipura Lake-1,07/25,,,,,0
Narasipura Lake-2,07/25,,,,,0
Ulsoor Lake,07/25,,,,,0
Gunduru Lake,08/25,,,,,0
Doddebele,08/25,,,,,0
Somapura,08/25,,,,,0
Mailasandra,08/25,,,,,0
Kengeri 1,08/25,,,,,0
Kengeri 2,08/25,,,,,0
Chenvinayanahalli,08/25,,,,,0
Annamma kere,08/25,,,,,0
Deevatigeramnahalli kere,08/25,,,,,0
Devarakere,08/25,,,,,0
Doraikere,08/25,,,,,0
Goudanakere,08/25,,,,,0
Gubbalal kere,08/25,,,,,0
Halagevaderahalli kere-2,08/25,,,,,0
Herohalli Thotadakere,08/25,,,,,0
Hosakerehalli Kere,08/25,,,,,0
Kempambudhi lake,08/25,,,,,0
Laggeri Lake,08/25,,,,,0
Mallathahalli Lake,08/25,,,,,0
Moge kere,08/25,,,,,0
Muppatu Kavalu Hosa Kere,08/25,,,,,0
Nayandanahalli kere,08/25,,,,,0
Sankey Tank,08/25,,,,,0
Subramhanyapura kere,08/25,,,,,0
Ullalu lake-2,08/25,,,,,0
Valagerehalli kere,08/25,,,,,0
Yediyur kere,08/25,,,,,0
Bhimmanakuppe Govt lake,08/25,,,,,0
Srigandhakavalu Karabu Katte,08/25,,,,,0
Janaradhan kere,08/25,,,,,0
Konashetty kere,08/25,,,,,0
Nagarabhavi (Un-named Lake on map),08/25,,,,,0
Sompura Govt.lake,08/25,,,,,0
Lakshmipura Lake,08/25,,,,,0
Amrutnagar Lake,08/25,,,,,0
Hoysalanagara Lake,08/25,,,,,0
Basavanagar Lake,08/25,,,,,0
Ajjegowdana katte,08/25,,,,,0
Kodigehalli kere,08/25,,,,,0
Kommaghatta Govt. Lake,08/25,,,,,0
Manganahalli Lake,08/25,,,,,0
Bhattarahalli kere,08/25,,,,,0
Thirumenahalli lake,08/25,,,,,0
Avalahali kere,08/25,,,,,0
Begur Lake,08/25,,,,,0
meenakshi lake,08/25,,,,,0
Kannuru kere,08/25,,,,,0
Kannuru kere,08/25,,,,,0
Doddagubbi kere,08/25,,,,,0
Suggata kere,08/25,,,,,0
Yelahanka Lake,08/25,,,,,0
Dodda Bommasandra Lake,08/25,,,,,0
Singapura lake,08/25,,,,,0
Chellaghatta kere,08/25,,,,,0
Bellandur Amanikere,08/25,,,,,0
Abbigere Kere,08/25,,,,,0
Kammagondanahalli lake,08/25,,,,,0
Mallasandra Lake-2,08/25,,,,,0
Chikkabanavara kere,08/25,,,,,0
Mallasandra Gudde lake,08/25,,,,,0
Bagalagunte Govt.Lake,08/25,,,,,0
Lalbagh kere,08/25,,,,,0
Chikkabellanduru kere,08/25,,,,,0
Carmelarm,08/25,,,,,0
Gunjuruplaya kere,08/25,,,,,0
Govt. Dinnekere,08/25,,,,,0
Panattur Govt.kere,08/25,,,,,0
Gramadakere,08/25,,,,,0
Ambalipura Kelagina kere,08/25,,,,,0
Melinakere,08/25,,,,,0
Sowl kere,08/25,,,,,0
Bhoganahalli kere,08/25,,,,,0
Devarabisanahalli kere,08/25,,,,,0
Doddakanneli Gramadakere,08/25,,,,,0
Lakedew Appartment lake,08/25,,,,,0
Kaikondanahalli kere,08/25,,,,,0
Kasavanahalli kere,08/25,,,,,0
Mestripalya lake,08/25,,,,,0
Tavarekere lake,08/25,,,,,0
Byrasandra Kere,08/25,,,,,0
J P Park Kere,08/25,,,,,0
Agara kere,08/25,,,,,0
Ibbalur Govt. Lake,08/25,,,,,0
sarraki kere,08/25,,,,,0
Puttenahalli Kere,08/25,,,,,0
Madivala Kere,08/25,,,,,0
Somasundrapalya lake,08/25,,,,,0
singasandra,08/25,,,,,0
Kodagi Singasandra kere,08/25,,,,,0
doddakodlu,08/25,,,,,0
Karabu Kere/Konappana agrahara lake,08/25,,,,,0
Parapana Agahara Lake,08/25,,,,,0
Kudlu Chikere,08/25,,,,,0
Kelaginakere,08/25,,,,,0
Melinakere,08/25,,,,,0
Basavanapura Kere,08/25,,,,,0
Swarna Kunte Gudde Lake,08/25,,,,,0
Chikkabegur kere,08/25,,,,,0
Elenahalli Lake,08/25,,,,,0
Kalena Agrahara Govt. Lake,08/25,,,,,0
Infrastructure Corridor,08/25,,,,,0
Beratena Agrahara Lake,08/25,,,,,0
Mylasandra Dodda Agrahara kere,08/25,,,,,0
Arekere Govt. lake,08/25,,,,,0
Hulimavu Kere,08/25,,,,,0
Akashaya nagar Kere,08/25,,,,,0
Gottigere Kere,08/25,,,,,0
Kothanaru Kere,08/25,,,,,0
RBI layout kere,08/25,,,,,0
Chunchanaghatta Kere,08/25,,,,,0
Alahalli Kere,08/25,,,,,0
Kembathahali kere,08/25,,,,,0
Doddakallasandra  kere,08/25,,,,,0
Konanakunte  kere,08/25,,,,,0
Thalagattapura lake,08/25,,,,,0
Vajarahalli Govt.Katte,08/25,,,,,0
Harohalli kere,08/25,,,,,0
Puttenahalli Lake,08/25,,,,,0
Chellakere kere,08/25,,,,,0
Horamavu Agara,08/25,,,,,0
Horamavu kere,08/25,,,,,0
Kalkere Kere,08/25,,,,,0
Nagareshvara Nagenahalli Kere,08/25,,,,,0
Rampura Kere,08/25,,,,,0
Atturu kere,08/25,,,,,0
Veerasagara kere,08/25,,,,,0
Dodda bettahalli,08/25,,,,,0
Dasarahalli kere,08/25,,,,,0
Doddabidarakallu lake,08/25,,,,,0
Allasandra Lake,08/25,,,,,0
Andhrahalli Lake,08/25,,,,,0
Handrahalli kere,08/25,,,,,0
Narasappanahalli kere,08/25,,,,,0
Valagere,08/25,,,,,0
Shivapura New tank,08/25,,,,,0
Agrahara Lake,08/25,,,,,0
Chokkanahalli lake,08/25,,,,,0
Jakkuru lake,08/25,,,,,0
palanahalli,08/25,,,,,0
Kattigenahalli lake,08/25,,,,,0
Kogilu kere,08/25,,,,,0
Venkateshapura lake,08/25,,,,,0
Bellihalli kere,08/25,,,,,0
B. Channasandra lake,08/25,,,,,0
Byappanahalli kere,08/25,,,,,0
Kowdenahalli Kere,08/25,,,,,0
Krishnarajapuram kere,08/25,,,,,0
Basavanapura kere,08/25,,,,,0
Shegehalli kere,08/25,,,,,0
Mangamanapalya Kere,08/25,,,,,0
Hoodi kere-2,08/25,,,,,0
Jimkenahalli Kere,08/25,,,,,0
Kodigehalli lake,08/25,,,,,0
Gangashetti kere/ Devasandra kere,08/25,,,,,0
Vijinapura kere2,08/25,,,,,0
B.Narayanapura kere,08/25,,,,,0
Melinakere,08/25,,,,,0
Kelaginakere,08/25,,,,,0
Rachenahalli kere,08/25,,,,,0
Amruthahalli Lake,08/25,,,,,0
Nagawara Lake,08/25,,,,,0
Herohalli Lake,08/25,,,,,0
Hebbal  kere,08/25,,,,,0
Mahadevapura kere,08/25,,,,,0
Vibhutipura kere,08/25,,,,,0
Rajapalya Hoodikere,08/25,,,,,0
Achanakere,08/25,,,,,0
"Yekkalagatta kere,Mahadevepura Kere",08/25,,,,,0
Pattaduru Agrahara kere-2,08/25,,,,,0
Nallurahallikere,08/25,,,,,0
Thubarahalli lake,08/25,,,,,0
Sheelavantana kere,08/25,,,,,0
Doddanekundi Kunte,08/25,,,,,0
Chinnappanahalli  kere1,08/25,,,,,0
Doddanekundi kere,08/25,,,,,0
Kundalahalli kere,08/25,,,,,0
Acchanakere,08/25,,,,,0
Varthur lake,08/25,,,,,0
Narasipura Lake-1,08/25,,,,,0
Narasipura Lake-2,08/25,,,,,0
Ulsoor Lake,08/25,,,,,0
Gunduru Lake,09/25,0.1111191261,-0.06496115798,-0.1384980782,-0.1337011299,2
Doddebele,09/25,0.2787006038,-0.152059063,-0.1392848997,-0.2395960706,2
Somapura,09/25,0.4372402775,-0.2745118299,-0.577862379,-0.7471467164,2
Mailasandra,09/25,0.2926760634,-0.1852064292,-0.3604241775,-0.5136140791,2
Kengeri 1,09/25,0.2692455158,-0.115889176,-0.505535704,-0.5960637806,2
Kengeri 2,09/25,0.4242570823,-0.2486921357,-0.4655958897,-0.6301970526,2
Chenvinayanahalli,09/25,0.2793265497,-0.1508408072,-0.4546572237,-0.5607467042,2
Annamma kere,09/25,,,,,2
Deevatigeramnahalli kere,09/25,0.1891348067,-0.1163891251,-0.1589095264,-0.3669758299,2
Devarakere,09/25,0.06339023297,-0.02447088641,-0.1229079898,-0.09882766144,2
Doraikere,09/25,0.4118564478,-0.1794893546,-0.2869476678,-0.4675666852,2
Goudanakere,09/25,0.3270963158,-0.1259785749,-0.1524609417,-0.3709525762,2
Gubbalal kere,09/25,0.265829704,-0.1356275302,-0.3674927955,-0.5386142906,2
Halagevaderahalli kere-2,09/25,0.1876176201,-0.1064724649,-0.2853931294,-0.4123515051,2
Herohalli Thotadakere,09/25,0.258645019,-0.1317908877,-0.3458812029,-0.4370400156,2
Hosakerehalli Kere,09/25,0.411836457,-0.2002395592,-0.667475934,-0.7875429218,2
Kempambudhi lake,09/25,0.3963037416,-0.1798685866,-0.3689540887,-0.5406223651,2
Laggeri Lake,09/25,0.3864874568,-0.195050736,-0.634161894,-0.7693004182,2
Mallathahalli Lake,09/25,0.1033556736,-0.08888190079,0.001803712918,-0.03430472165,2
Moge kere,09/25,0.2923244813,-0.100847644,-0.5540512264,-0.6712423706,2
Muppatu Kavalu Hosa Kere,09/25,0.2858520665,-0.1705239935,0.047105414,-0.03365973551,2
Nayandanahalli kere,09/25,,,,,2
Sankey Tank,09/25,0.09374162617,-0.1355710145,0.1109165308,-0.02921030939,2
Subramhanyapura kere,09/25,0.3384122311,-0.1446064824,-0.4665831154,-0.5384186916,2
Ullalu lake-2,09/25,0.2892595302,-0.1295510392,-0.3094340741,-0.4693166318,2
Valagerehalli kere,09/25,0.2849559917,-0.09944948375,-0.4806351557,-0.641203966,2
Yediyur kere,09/25,,,,,2
Bhimmanakuppe Govt lake,09/25,0.1928275122,-0.1292177006,-0.2554155796,-0.3139578233,2
Srigandhakavalu Karabu Katte,09/25,0.08863623488,0.104869729,-0.230331344,-0.3328881174,2
Janaradhan kere,09/25,0.2836905181,-0.1079894151,-0.5413709434,-0.6381762584,2
Konashetty kere,09/25,0.2869084142,-0.0597677721,-0.5220741477,-0.6673235933,2
Nagarabhavi (Un-named Lake on map),09/25,0.226755326,-0.03223011811,-0.5134941622,-0.6443647387,2
Sompura Govt.lake,09/25,0.2726902052,-0.1192903127,-0.4788135377,-0.575213253,2
Lakshmipura Lake,09/25,,,,,2
Amrutnagar Lake,09/25,0.2364896524,-0.110162949,-0.1476901719,-0.258948443,2
Hoysalanagara Lake,09/25,0.252461096,-0.167310645,-0.3582056968,-0.5579383206,2
Basavanagar Lake,09/25,0.1633182168,-0.02234002203,-0.4421487749,-0.5381225348,2
Ajjegowdana katte,09/25,,,,,2
Kodigehalli kere,09/25,0.1708597436,-0.0307089647,-0.2999105151,-0.4163998368,2
Kommaghatta Govt. Lake,09/25,0.1917512412,-0.1436994659,-0.07286147748,-0.1167788222,2
Manganahalli Lake,09/25,0.2058269905,-0.09731421053,-0.1947861707,-0.2620624344,2
Bhattarahalli kere,09/25,,,,,2
Thirumenahalli lake,09/25,0.1399652495,-0.09928736221,-0.04878013052,-0.005482858971,2
Avalahali kere,09/25,0.1664770193,-0.1462039668,-0.07100873442,-0.07277289441,2
Begur Lake,09/25,0.3198361219,-0.1692721942,-0.2184821791,-0.3474311439,2
meenakshi lake,09/25,0.1430040639,-0.009885570779,-0.1425132905,-0.3138724712,2
Kannuru kere,09/25,,,,,2
Kannuru kere,09/25,,,,,2
Doddagubbi kere,09/25,0.05306704252,-0.1003722634,0.2841673242,0.375361214,2
Suggata kere,09/25,0.2896838553,-0.07586157846,-0.4523639309,-0.5390934125,2
Yelahanka Lake,09/25,0.2752044064,-0.2429195267,0.2663508978,0.2168579864,2
Dodda Bommasandra Lake,09/25,0.2969034895,-0.1365475309,-0.5603371736,-0.6572928705,2
Singapura lake,09/25,0.1723771185,-0.08955417076,-0.1331387627,-0.266803871,2
Chellaghatta kere,09/25,0.2949174958,-0.1161390388,-0.5228432238,-0.6487894953,2
Bellandur Amanikere,09/25,0.2493174555,-0.1305185697,-0.4247024647,-0.4577208596,2
Abbigere Kere,09/25,0.2116878725,-0.1544667071,0.03996409139,-0.03781944866,2
Kammagondanahalli lake,09/25,0.273765883,-0.1443906075,-0.3112763839,-0.4204216179,2
Mallasandra Lake-2,09/25,0.4426388922,-0.2322173186,-0.6973975939,-0.7963079149,2
Chikkabanavara kere,09/25,0.07918231051,-0.1413958644,0.2846064124,0.2456434684,2
Mallasandra Gudde lake,09/25,0.3867729121,-0.1907831752,-0.6853819936,-0.7729853279,2
Bagalagunte Govt.Lake,09/25,0.2248502072,-0.05640748285,-0.4460752461,-0.5772478485,2
Lalbagh kere,09/25,0.3331193427,-0.252398924,-0.04405060814,-0.261688519,2
Chikkabellanduru kere,09/25,0.3435085826,-0.1475191373,-0.5393103432,-0.6193581338,2
Carmelarm,09/25,0.1467228447,-0.01388878594,-0.2095521049,-0.3466885188,2
Gunjuruplaya kere,09/25,0.2961080239,-0.1093075467,-0.4530295872,-0.5562041398,2
Govt. Dinnekere,09/25,,,,,2
Panattur Govt.kere,09/25,0.1118051385,-0.1186551424,0.007517226797,-0.04733675859,2
Gramadakere,09/25,0.1902681677,0.04652784802,-0.3726918663,-0.5424550646,2
Ambalipura Kelagina kere,09/25,,,,,2
Melinakere,09/25,0.306288414,-0.0961277365,-0.5674682177,-0.6831938082,2
Sowl kere,09/25,0.3202730975,-0.125672786,-0.2439866929,-0.3971334916,2
Bhoganahalli kere,09/25,0.09527506307,0.07443112426,-0.2920012419,-0.411446619,2
Devarabisanahalli kere,09/25,0.2421340644,-0.1302982718,-0.5059469342,-0.5361642838,2
Doddakanneli Gramadakere,09/25,0.2423753097,-0.09067146828,-0.4210521426,-0.4809839773,2
Lakedew Appartment lake,09/25,0.3507511869,-0.1328405691,-0.43416814,-0.6113927688,2
Kaikondanahalli kere,09/25,0.3450151714,-0.1474566973,-0.3537152294,-0.4949607012,2
Kasavanahalli kere,09/25,0.2896394157,-0.1440807066,-0.4908638337,-0.6458447709,2
Mestripalya lake,09/25,0.2522691897,-0.09007619953,-0.4929651363,-0.5580617729,2
Tavarekere lake,09/25,0.2557432822,-0.07169798991,-0.5298492294,-0.6194464636,2
Byrasandra Kere,09/25,0.1465437088,-0.04877511453,-0.4006007022,-0.4894622649,2
J P Park Kere,09/25,0.2972184935,-0.09936376547,-0.5304511768,-0.6377458082,2
Agara kere,09/25,0.2520352077,-0.2133953996,0.05791378818,-0.1404107107,2
Ibbalur Govt. Lake,09/25,0.2339085163,-0.1151164773,-0.5047122654,-0.498082566,2
sarraki kere,09/25,0.03334873025,-0.1711867617,0.5259327226,0.3728029066,2
Puttenahalli Kere,09/25,0.1249837381,-0.05881885093,-0.3138123844,-0.3046045908,2
Madivala Kere,09/25,0.28435278,-0.1292718922,-0.4406843025,-0.496797477,2
Somasundrapalya lake,09/25,,,,,2
singasandra,09/25,,,,,2
Kodagi Singasandra kere,09/25,0.1084933967,-0.02327622786,-0.2578797478,-0.2999597502,2
doddakodlu,09/25,0.2233328814,-0.1292070459,-0.1353932035,-0.2423094788,2
Karabu Kere/Konappana agrahara lake,09/25,0.264961764,-0.0756316479,-0.3810548524,-0.4625015553,2
Parapana Agahara Lake,09/25,0.410543689,-0.1261478651,-0.7151852983,-0.8419879937,2
Kudlu Chikere,09/25,0.06330047963,-0.006621737195,-0.133777989,-0.1461451039,2
Kelaginakere,09/25,0.250487911,-0.1244519081,-0.3016568986,-0.3708287535,2
Melinakere,09/25,0.3705302943,-0.1928993982,-0.5199782719,-0.6335777027,2
Basavanapura Kere,09/25,0.3016131533,-0.1150343749,-0.2836142691,-0.433864806,2
Swarna Kunte Gudde Lake,09/25,0.2520254607,-0.1183205857,-0.2932611386,-0.4529636147,2
Chikkabegur kere,09/25,0.2007874324,-0.09452136175,-0.4032099456,-0.4108910152,2
Elenahalli Lake,09/25,,,,,2
Kalena Agrahara Govt. Lake,09/25,0.1169915921,0.002454917871,-0.1803435721,-0.2897344021,2
Infrastructure Corridor,09/25,0.3482615801,-0.1199287019,-0.4439207983,-0.562487271,2
Beratena Agrahara Lake,09/25,0.2236827612,-0.04324785737,-0.3996708724,-0.4884020156,2
Mylasandra Dodda Agrahara kere,09/25,0.1143733267,-0.0899383371,-0.02591617167,0.01062916216,2
Arekere Govt. lake,09/25,0.211669888,-0.07732879706,-0.05243664824,-0.1953501941,2
Hulimavu Kere,09/25,0.36522233,-0.2126477879,-0.4763424425,-0.5910869948,2
Akashaya nagar Kere,09/25,0.391908006,-0.2034928732,-0.4080957813,-0.6083783051,2
Gottigere Kere,09/25,0.1280504659,-0.07828332148,-0.08113924611,-0.1223399901,2
Kothanaru Kere,09/25,0.1748358349,-0.02766220283,-0.3492674779,-0.4469093648,2
RBI layout kere,09/25,,,,,2
